City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
697,Havre-Saint-Pierre,CA,50.2334,-63.5986,40.28,78,10,8.77,clear sky
698,Babati,TZ,-4.2167,35.75,56.95,95,79,1.01,broken clouds
699,Tiznit,MA,29.5833,-9.5,68.52,57,8,2.71,clear sky
700,Ust-Kuyga,RU,70.0167,135.6,34.18,100,100,3.44,overcast clouds
701,Viedma,AR,-40.8135,-62.9967,48.18,43,100,11.99,overcast clouds
702,Kulhudhuffushi,MV,6.6221,73.07,83.37,78,88,16.51,overcast clouds
703,Douglas,US,41.3,-96.167,83.26,55,0,14.97,clear sky
704,Huarmey,PE,-10.0681,-78.1522,66.51,87,89,8.55,overcast clouds
705,Wukari,NG,7.85,9.7833,76.44,81,100,3.69,overcast clouds
706,Sompeta,IN,18.9333,84.6,87.37,70,100,12.8,overcast clouds
707,Severo-Yeniseyskiy,RU,60.3725,93.0408,49.26,95,100,5.3,moderate rain
708,Sechura,PE,-5.5569,-80.8222,67.77,77,30,13.87,scattered clouds
709,Itabuna,BR,-14.7856,-39.2803,64.17,73,100,1.95,overcast clouds
710,Kang,BW,-23.6752,22.7876,57.63,49,6,12.12,clear sky
711,Kuandian,CN,40.7286,124.7847,69.22,54,0,6.15,clear sky
